annual_income,interest_rate,employment_length_years,num_delinquencies_2yr,months_since_oldest_account,num_open_accounts,loan_amount,dti_ratio,months_since_last_delinquency,pct_accounts_current,high_earner_low_stability_flag,loan_to_income_ratio,debt_servicing_stress_index,delinquency_concentration,default_flag,data_split
52489.5,16.76,0.0,0,101.0,9,8485.0,0.198,-1.0,94.3,0,0.16165137789462655,3.3184800000000005,0.0,0,test
111187.0,14.09,1.0,3,112.0,10,22409.0,0.109,18.0,77.7,1,0.2015433458947539,1.53581,0.026785714285714284,1,train
41199.0,14.44,3.3,1,168.0,8,11598.0,0.15,36.0,84.6,0,0.28151168717687325,2.166,0.005952380952380952,0,train
52489.5,10.94,0.0,2,128.0,6,10982.0,0.36,3.0,66.6,0,0.20922279694034046,3.9383999999999997,0.015625,1,train
31956.0,11.54,6.9,0,33.0,9,7854.0,0.16,-1.0,86.3,0,0.2457754412316936,1.8463999999999998,0.0,0,train
36398.0,11.91,0.0,0,327.0,0,8374.0,0.218,-1.0,93.0,0,0.23006758613110612,2.59638,0.0,0,train
35877.0,12.7,3.3,0,87.0,11,8823.0,0.296,-1.0,95.1,0,0.24592357220503386,3.7591999999999994,0.0,0,test
53206.0,17.98,2.5,4,197.0,4,7909.0,0.168,111.0,79.3,0,0.14864864864864866,3.02064,0.02030456852791878,0,train
80920.0,12.53,0.4,0,135.0,7,13314.0,0.284,-1.0,78.3,0,0.16453287197231833,3.5585199999999997,0.0,0,test
53451.0,10.26,6.4,0,127.0,10,15436.0,0.191,-1.0,66.8,0,0.288787861779948,1.95966,0.0,0,test
57003.0,8.56,3.8,0,112.0,3,14163.0,0.122,-1.0,99.5,0,0.24846060733645597,1.0443200000000001,0.0,0,train
27072.0,16.74,1.6,2,242.0,8,12190.0,0.212,36.0,87.7,0,0.4502807328605201,3.5488799999999996,0.008264462809917356,0,train
158902.0,8.8,3.3,0,228.0,10,16854.0,0.105,-1.0,70.2,0,0.10606537362651194,0.924,0.0,0,test
31769.0,15.2,18.1,1,135.0,5,9685.0,0.337,48.0,82.7,0,0.3048569360067991,5.1224,0.007407407407407408,1,test
43611.0,12.51,8.5,0,276.0,8,14210.0,0.116,28.0,79.0,0,0.32583522505789825,1.45116,0.0,0,train
31785.0,11.94,7.9,0,262.0,7,5888.0,0.222,-1.0,65.6,0,0.18524461223847727,2.65068,0.0,0,train
71959.0,10.58,0.0,0,91.0,8,12034.0,0.209,-1.0,89.9,0,0.16723411942911937,2.21122,0.0,1,train
37957.0,11.9,5.9,0,121.0,4,9193.0,0.177,-1.0,88.4,0,0.24219511552546302,2.1063,0.0,0,test
50768.0,13.12,4.4,3,159.0,8,12191.0,0.158,1.0,74.3,0,0.24013157894736842,2.0729599999999997,0.018867924528301886,0,test
92553.0,16.68,3.5,3,116.0,6,13249.0,0.186,-1.0,85.9,0,0.1431504111157931,3.10248,0.02586206896551724,0,test
41249.0,12.39,0.0,0,62.0,9,9266.0,0.263,-1.0,90.7,0,0.22463574874542414,3.25857,0.0,0,train
13482.0,14.88,2.7,0,154.0,7,5762.0,0.29,-1.0,92.0,0,0.42738466102952083,4.3152,0.0,0,train
84451.0,7.05,9.1,0,227.0,7,5839.0,0.209,-1.0,76.5,0,0.06914068513102273,1.47345,0.0,0,train
63923.0,11.39,4.5,0,214.0,5,9129.0,0.171,63.0,88.3,0,0.14281244622436368,1.9476900000000001,0.0,0,train
73902.0,11.15,2.5,0,38.0,9,9675.0,0.257,-1.0,97.5,0,0.13091661930664936,2.8655500000000003,0.0,0,train
108784.0,8.79,7.8,2,284.0,8,490392.0,0.098,1.0,83.1,0,4.507942344462421,0.86142,0.007042253521126761,0,train
21516.0,11.17,7.5,0,153.0,11,8962.0,0.16,-1.0,87.4,0,0.4165272355456405,1.7872000000000001,0.0,0,train
89288.0,7.96,2.9,0,111.0,8,11043.0,0.219,-1.0,81.6,0,0.1236784338320939,1.74324,0.0,0,test
43317.0,10.67,4.9,0,190.0,9,6642.0,0.221,-1.0,84.7,0,0.15333471847080823,2.35807,0.0,0,test
22906.0,13.44,7.5,2,26.0,5,5008.0,0.195,3.0,71.5,0,0.21863267266218459,2.6208,0.07692307692307693,0,test
67459.0,13.03,3.8,1,222.0,9,12448.0,0.238,-1.0,69.9,0,0.18452689781941622,3.1011399999999996,0.0045045045045045045,0,test
12393.0,16.75,3.3,3,271.0,7,10265.0,0.196,30.0,70.4,0,0.8282901638021464,3.283,0.01107011070110701,0,test
88859.0,8.96,2.2,0,67.0,9,8587.0,0.15,-1.0,81.9,0,0.09663624393702383,1.344,0.0,0,train
29844.0,12.75,0.0,0,108.0,9,10659.0,0.184,10.0,83.4,0,0.35715721753116203,2.346,0.0,0,test
71721.0,12.35,7.0,0,261.0,3,10015.0,0.284,-1.0,71.0,0,0.13963832071499283,3.5073999999999996,0.0,0,train
60295.0,14.03,8.3,4,303.0,0,5697.0,0.158,16.0,38.2,0,0.09448544655444066,2.2167399999999997,0.013201320132013201,0,train
61737.0,11.68,2.0,0,193.0,10,24588.0,0.139,-1.0,76.9,0,0.39827008115068757,1.62352,0.0,0,train
86641.0,10.12,1.2,0,227.0,12,14892.0,0.18,-1.0,74.2,0,0.17188167264920765,1.8215999999999999,0.0,0,test
13552.0,19.1,5.8,2,141.0,7,9245.0,0.385,1.0,75.0,0,0.6821871310507674,7.3535,0.014184397163120567,1,train
23157.0,17.97,11.1,2,354.0,7,9257.0,0.247,1.0,58.7,0,0.39974953577751865,4.43859,0.005649717514124294,1,test
101427.0,11.93,3.6,0,107.0,6,11976.0,0.142,-1.0,77.7,0,0.11807506876867106,1.69406,0.0,0,train
24766.0,13.4,15.8,2,324.0,8,5208.0,0.368,38.0,49.0,0,0.21028829847371397,4.9312000000000005,0.006172839506172839,0,train
58969.0,13.61,2.6,3,224.0,9,6057.0,0.11,1.0,75.5,0,0.10271498584001763,1.4970999999999999,0.013392857142857142,0,train
141882.0,15.43,10.1,4,223.0,10,20576.0,0.274,18.0,71.3,0,0.14502191962334898,4.22782,0.017937219730941704,0,train
23485.0,17.24,9.1,2,303.0,7,9284.0,0.226,1.0,81.2,0,0.3953161592505855,3.8962399999999997,0.006600660066006601,0,train
89104.0,8.49,15.9,0,218.0,13,13113.0,0.058,22.0,94.4,0,0.14716511043275274,0.49242,0.0,0,train
41119.0,14.25,7.0,0,283.0,8,13765.0,0.334,52.0,65.6,0,0.334760086577981,4.7595,0.0,0,train
17538.0,15.56,5.0,2,22.0,8,13647.0,0.173,44.0,70.1,0,0.778138898392063,2.69188,0.09090909090909091,1,train
22270.0,13.78,7.2,0,105.0,7,11894.0,0.175,-1.0,89.5,0,0.5340817242927706,2.4114999999999998,0.0,0,train
47751.0,12.18,5.1,1,211.0,12,7826.0,0.306,39.0,70.6,0,0.16389185566794412,3.72708,0.004739336492890996,0,train
55062.0,11.81,6.1,0,190.0,6,11099.0,0.272,-1.0,73.0,0,0.20157277251098762,3.2123200000000005,0.0,0,train
1500000.0,8.7,3.0,0,181.0,6,11919.0,0.067,-1.0,77.0,0,0.007946,0.5829,0.0,0,train
52489.5,14.85,0.4,4,166.0,14,12449.0,0.148,1.0,74.7,0,0.23717124377256404,2.1978,0.024096385542168676,1,train
28138.0,11.8,0.6,0,144.0,5,11024.0,0.227,42.0,66.6,0,0.39178335347217286,2.6786000000000003,0.0,1,train
98731.0,5.0,9.5,0,240.0,7,9793.0,0.088,-1.0,96.8,0,0.09918870466216284,0.43999999999999995,0.0,0,train
43555.0,13.69,5.1,0,179.0,7,7613.0,0.262,-1.0,69.9,0,0.1747904947767191,3.58678,0.0,0,train
34085.0,14.16,7.8,0,168.0,7,6823.0,0.178,-1.0,85.0,0,0.2001760305119554,2.52048,0.0,0,test
58480.0,11.99,1.1,0,127.0,12,9047.0,0.113,-1.0,84.3,0,0.15470246238030097,1.35487,0.0,0,train
63105.0,6.34,3.6,0,244.0,13,7921.0,0.135,-1.0,82.1,0,0.12552095713493383,0.8559,0.0,0,train
27086.0,12.01,1.4,0,125.0,5,3193.0,0.273,23.0,87.8,0,0.11788377759728273,3.2787300000000004,0.0,0,train
16819.0,14.7,13.2,1,172.0,11,8671.0,0.198,43.0,85.6,0,0.5155478922647007,2.9106,0.005813953488372093,0,train
52489.5,9.74,4.0,0,152.0,10,16028.0,0.099,-1.0,86.8,0,0.3053563093571095,0.9642600000000001,0.0,0,train
97883.0,13.49,0.0,0,241.0,9,8798.0,0.281,-1.0,96.7,0,0.08988281928424752,3.7906900000000006,0.0,0,train
46121.0,13.54,5.6,2,182.0,4,14752.0,0.241,1.0,88.2,0,0.31985429630753887,3.2631399999999995,0.01098901098901099,0,train
65670.0,13.38,7.2,4,46.0,4,13520.0,0.162,1.0,67.3,0,0.20587787421958276,2.1675600000000004,0.08695652173913043,0,train
63239.0,11.8,6.1,0,84.0,8,6058.0,0.426,-1.0,87.4,0,0.09579531618147029,5.026800000000001,0.0,0,test
81622.0,15.23,16.1,2,241.0,13,11547.0,0.285,13.0,89.5,0,0.14146921173213103,4.3405499999999995,0.008298755186721992,0,train
113244.0,5.75,8.1,0,227.0,12,29495.0,0.05,-1.0,94.3,0,0.26045530006004736,0.28750000000000003,0.0,0,train
29374.0,10.55,7.3,0,126.0,10,7922.0,0.201,18.0,88.7,0,0.2696942874651052,2.12055,0.0,1,train
24909.0,15.07,1.2,0,157.0,9,10436.0,0.291,-1.0,81.1,0,0.4189650327190975,4.38537,0.0,0,train
18874.0,15.97,1.1,1,77.0,6,6690.0,0.288,52.0,81.7,0,0.35445586521140193,4.59936,0.012987012987012988,1,train
52489.5,12.39,0.0,0,140.0,10,14253.0,0.109,-1.0,89.6,0,0.2715400222901723,1.35051,0.0,0,test
62639.0,9.22,3.9,0,117.0,12,16420.0,0.155,-1.0,91.2,0,0.2621370072957742,1.4291,0.0,0,train
99357.0,6.47,5.7,0,158.0,5,7974.0,0.12,-1.0,61.6,0,0.0802560463782119,0.7764,0.0,0,train
61225.0,16.14,6.9,2,191.0,4,13208.0,0.416,36.0,73.8,0,0.21572886892609228,6.71424,0.010471204188481676,0,train
20928.0,17.07,3.2,2,115.0,3,6283.0,0.148,1.0,80.6,0,0.3002198012232416,2.52636,0.017391304347826087,1,train
32826.0,12.23,3.2,0,136.0,10,6227.0,0.321,-1.0,76.9,0,0.18969719125083775,3.9258300000000004,0.0,0,train
82513.0,9.91,4.9,0,247.0,8,15483.0,0.158,-1.0,99.9,0,0.187643159259753,1.56578,0.0,0,train
35949.0,10.44,4.1,0,70.0,7,15702.0,0.206,27.0,94.4,0,0.4367854460485688,2.1506399999999997,0.0,0,train
45514.0,8.82,3.8,0,124.0,7,10300.0,0.195,-1.0,90.9,0,0.22630399437535703,1.7199000000000002,0.0,0,train
159374.0,12.47,4.9,3,140.0,12,18416.0,0.183,1.0,78.9,0,0.11555209758178875,2.28201,0.02142857142857143,0,test
26475.0,19.79,9.7,3,280.0,9,5132.0,0.207,1.0,79.3,0,0.19384324834749764,4.09653,0.010714285714285714,0,train
48187.0,6.78,2.6,0,148.0,7,7829.0,0.11,-1.0,72.7,0,0.16247120592690975,0.7458,0.0,0,train
30185.0,12.93,3.7,0,67.0,7,7801.0,0.301,-1.0,64.6,0,0.25843962232897133,3.89193,0.0,0,test
21525.0,11.5,4.2,0,153.0,9,6264.0,0.177,-1.0,83.0,0,0.2910104529616725,2.0355,0.0,0,train
22128.0,8.32,6.8,0,172.0,10,12051.0,0.141,105.0,59.1,0,0.5446041214750542,1.17312,0.0,0,train
51219.0,13.44,4.7,0,262.0,12,14841.0,0.245,-1.0,84.1,0,0.28975575470040416,3.2927999999999997,0.0,0,train
94376.0,13.74,8.2,3,258.0,2,14659.0,0.15,1.0,70.5,0,0.1553255064846995,2.061,0.011627906976744186,0,test
39525.0,14.99,0.0,2,63.0,8,12000.0,0.234,1.0,77.5,0,0.3036053130929791,3.5076600000000004,0.031746031746031744,0,train
31063.0,12.02,6.7,0,114.0,11,7550.0,0.134,-1.0,90.2,0,0.2430544377555291,1.6106800000000001,0.0,1,test
76038.0,9.67,4.7,0,142.0,1,17042.0,0.179,31.0,97.8,0,0.22412477971540545,1.7309299999999999,0.0,0,train
42499.0,14.23,4.5,0,200.0,9,6285.0,0.203,-1.0,68.4,0,0.14788583260782606,2.8886900000000004,0.0,0,test
35995.0,13.8,4.2,2,77.0,10,9685.0,0.209,1.0,89.3,0,0.2690651479372135,2.8842,0.025974025974025976,0,train
105655.0,13.86,4.5,4,256.0,6,6919.0,0.099,64.0,52.8,0,0.06548672566371681,1.37214,0.015625,0,train
55484.0,12.64,4.1,1,233.0,9,10403.0,0.179,27.0,71.0,0,0.18749549419652511,2.26256,0.004291845493562232,0,test
16037.0,15.01,0.0,1,209.0,9,12990.0,0.248,41.0,89.0,0,0.8100018706740663,3.72248,0.004784688995215311,0,test
297870.0,7.52,19.2,0,410.0,4,18438.0,0.128,-1.0,83.2,0,0.06189948635310706,0.96256,0.0,0,train
35684.0,12.65,4.5,0,252.0,3,14311.0,0.252,-1.0,91.4,0,0.40104808877928483,3.1878,0.0,0,train
38341.0,6.63,8.5,0,302.0,2,11413.0,0.139,-1.0,93.2,0,0.2976709006024882,0.9215700000000001,0.0,0,test
19156.0,15.82,2.2,0,241.0,18,5194.0,0.456,-1.0,89.7,0,0.2711422008770098,7.213920000000001,0.0,1,train
50976.0,10.44,0.0,0,142.0,13,13765.0,0.147,6.0,74.6,0,0.2700290332705587,1.5346799999999998,0.0,0,train
20190.0,14.32,3.9,1,118.0,7,7359.0,0.213,1.0,69.9,0,0.36448736998514114,3.05016,0.00847457627118644,1,train
78440.0,10.51,3.5,0,149.0,3,6401.0,0.266,-1.0,74.4,0,0.08160377358490566,2.7956600000000003,0.0,1,test
52489.5,11.76,0.0,0,74.0,7,18544.0,0.23,-1.0,81.7,0,0.35328970556015965,2.7048,0.0,0,train
64415.0,8.36,25.6,0,203.0,6,9727.0,0.113,-1.0,76.8,0,0.15100520065202205,0.94468,0.0,0,train
52489.5,16.57,2.3,0,33.0,9,10883.0,0.243,26.0,75.5,0,0.20733670543632535,4.02651,0.0,0,train
39777.0,11.8,3.4,0,146.0,5,9017.0,0.222,-1.0,86.0,0,0.22668879000427383,2.6196,0.0,0,train
70443.0,9.23,3.7,0,138.0,6,15466.0,0.163,-1.0,98.5,0,0.21955339778260438,1.50449,0.0,0,test
63040.0,11.76,1.0,0,185.0,8,6160.0,0.135,-1.0,94.4,0,0.09771573604060914,1.5876000000000001,0.0,0,train
82391.0,7.47,6.4,0,112.0,12,11653.0,0.092,-1.0,83.8,0,0.14143535094852594,0.68724,0.0,0,train
36685.0,7.1,2.8,0,161.0,2,10143.0,0.173,-1.0,84.4,0,0.2764890282131661,1.2283,0.0,0,test
45240.0,13.52,9.7,1,334.0,6,8114.0,0.358,1.0,80.2,0,0.17935455349248453,4.84016,0.0029940119760479044,0,train
11981.0,16.22,8.4,2,216.0,16,4553.0,0.265,1.0,75.4,0,0.38001836240714465,4.2983,0.009259259259259259,1,test
99561.0,5.05,6.3,0,225.0,9,14524.0,0.117,-1.0,66.8,0,0.14588041502194635,0.59085,0.0,0,train
75669.0,8.92,5.6,2,153.0,10,7407.0,0.135,1.0,64.2,0,0.09788684930420648,1.2042000000000002,0.013071895424836602,0,train
52489.5,13.81,0.8,0,108.0,8,4197.0,0.15,-1.0,81.0,0,0.07995884891263967,2.0715,0.0,0,train
24151.0,16.49,14.4,4,211.0,0,16029.0,0.154,1.0,78.7,0,0.6636992257049398,2.5394599999999996,0.018957345971563982,0,test
117755.0,12.71,14.4,3,249.0,8,21070.0,0.133,19.0,84.8,0,0.17893083096259182,1.69043,0.012048192771084338,0,train
17117.0,12.09,3.5,0,122.0,9,11585.0,0.323,56.0,96.2,0,0.6768125255593854,3.9050700000000003,0.0,0,test
13856.0,11.01,5.8,0,220.0,4,6678.0,0.178,-1.0,90.5,0,0.48195727482678985,1.9597799999999999,0.0,0,train
80520.0,10.67,14.5,1,266.0,8,12937.0,0.113,1.0,82.6,0,0.16066815697963238,1.20571,0.0037593984962406013,0,train
152627.0,13.03,12.2,0,214.0,12,20840.0,0.121,-1.0,68.1,0,0.13654202729530163,1.57663,0.0,0,train
48861.0,17.81,10.9,5,294.0,10,14581.0,0.242,1.0,72.5,0,0.2984179611551135,4.31002,0.017006802721088437,0,train
64097.0,15.21,3.7,0,122.0,14,7969.0,0.185,-1.0,75.1,0,0.1243271916002309,2.81385,0.0,0,test
48294.0,6.01,6.0,0,372.0,7,8260.0,0.091,-1.0,92.7,0,0.1710357394293287,0.54691,0.0,0,test
57234.0,5.0,10.0,0,340.0,7,10236.0,0.06,-1.0,91.8,0,0.17884474263549638,0.3,0.0,0,train
71088.0,9.43,17.0,0,226.0,7,12321.0,0.127,-1.0,76.9,0,0.17332039162727886,1.19761,0.0,0,test
67752.0,9.99,0.0,0,59.0,9,10748.0,0.223,-1.0,71.4,0,0.15863738339827607,2.22777,0.0,0,test
37095.0,11.88,5.3,0,169.0,6,8115.0,0.165,-1.0,86.9,0,0.21876263647391833,1.9602000000000002,0.0,0,train
52489.5,15.93,11.6,4,226.0,6,12579.0,0.133,53.0,69.3,0,0.23964792958591719,2.11869,0.017699115044247787,1,train
42031.0,11.22,1.9,1,190.0,4,4079.0,0.111,31.0,85.2,0,0.09704741738240823,1.2454200000000002,0.005263157894736842,0,train
105399.0,10.78,4.2,0,247.0,5,13626.0,0.272,-1.0,97.5,0,0.12928016394842456,2.93216,0.0,0,test
52489.5,15.03,0.2,3,117.0,10,23139.0,0.311,1.0,70.1,0,0.44083102334752666,4.674329999999999,0.02564102564102564,1,train
20309.0,12.69,9.3,0,146.0,6,8970.0,0.185,-1.0,97.1,0,0.4416761041902605,2.34765,0.0,0,train
45250.0,14.06,3.3,0,189.0,6,23984.0,0.359,-1.0,71.0,0,0.5300331491712708,5.04754,0.0,0,train
73532.0,9.34,0.0,0,235.0,8,6512.0,0.244,-1.0,96.4,0,0.08856008268508948,2.27896,0.0,0,train
28702.0,10.53,5.6,3,125.0,5,8776.0,0.133,5.0,82.2,0,0.3057626646226744,1.40049,0.024,0,test
37976.0,17.35,8.7,3,191.0,9,9681.0,0.308,20.0,85.0,0,0.25492416262902884,5.343800000000001,0.015706806282722512,0,train
131445.0,8.95,5.2,3,141.0,6,16523.0,0.235,5.0,75.1,0,0.12570276541519268,2.1032499999999996,0.02127659574468085,0,train
51070.0,12.16,6.5,0,18.0,9,18792.0,0.179,-1.0,97.0,0,0.3679655374975524,2.17664,0.0,0,test
33242.0,14.48,1.5,1,175.0,6,5940.0,0.313,37.0,72.3,0,0.1786896095301125,4.53224,0.005714285714285714,0,train
86495.0,8.95,5.8,1,314.0,3,11374.0,0.173,1.0,87.3,0,0.13149893057402162,1.5483499999999997,0.0031847133757961785,0,train
52489.5,6.01,9.4,0,325.0,4,12252.0,0.109,-1.0,58.8,0,0.23341811219386735,0.65509,0.0,0,test
69185.0,11.08,3.5,1,164.0,6,17161.0,0.075,14.0,93.2,0,0.24804509648045098,0.831,0.006097560975609756,0,test
19679.0,13.44,6.6,0,101.0,6,6068.0,0.312,-1.0,84.2,0,0.30834900147365213,4.19328,0.0,0,train
143514.0,8.13,4.4,0,180.0,4,12024.0,0.271,-1.0,94.8,0,0.08378276683807852,2.2032300000000005,0.0,0,test
16062.0,10.54,7.0,0,199.0,8,9075.0,0.33,-1.0,79.4,0,0.5649981322375793,3.4781999999999997,0.0,1,train
34192.0,9.94,6.1,0,264.0,9,7466.0,0.13,29.0,71.4,0,0.21835517080018718,1.2922,0.0,0,train
22526.0,11.47,9.7,0,98.0,7,5259.0,0.329,99.0,85.2,0,0.2334635532273817,3.7736300000000003,0.0,0,test
14102.0,12.39,4.9,0,57.0,12,11396.0,0.201,-1.0,94.1,0,0.8081123244929798,2.49039,0.0,1,train
32887.0,11.45,6.4,0,149.0,12,12932.0,0.154,-1.0,77.3,0,0.39322528658740535,1.7632999999999999,0.0,0,train
44950.0,15.21,6.0,0,119.0,10,9601.0,0.303,-1.0,91.0,0,0.21359288097886542,4.60863,0.0,0,train
55077.0,11.55,8.6,0,271.0,5,13719.0,0.234,4.0,89.1,0,0.24908764093904898,2.7027,0.0,0,train
18884.0,13.65,5.2,1,186.0,7,8622.0,0.27,28.0,72.7,0,0.456576996399068,3.6855,0.005376344086021506,0,train
